clause_id,document_id,parent_clause_id,chapter,section,clause_number,clause_title,start_page,end_page,raw_text,normalized_text,summary,content_type,source_element_ids,review_status,review_memo
LAW1-2_5_1,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-1,,21,21,"2-5-1. 건축물의 높이는 서울특별시 지구단위계획 수립기준에 따라 부지 규모, 주변 과의 조화 등을 고려하여 검토·제시되어야 하며 지구단위계획과 관련된 다음 의 사항은 관련 위원회의 심의를 거쳐 완화할 수 있다.
가. 가로구역별 최고높이나 지구단위계획에 결정되어 있는 최고높이","2-5-1. 건축물의 높이는 서울특별시 지구단위계획 수립기준에 따라 부지 규모, 주변 과의 조화 등을 고려하여 검토·제시되어야 하며 지구단위계획과 관련된 다음 의 사항은 관련 위원회의 심의를 거쳐 완화할 수 있다. 가. 가로구역별 최고높이나 지구단위계획에 결정되어 있는 최고높이",,기준,"LAW1-E2057,LAW1-E2058",자동 추출,
LAW1-2_5_2,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-2,,21,21,"2-5-2. 경관계획 시 다음 사항을 검토하여야 한다.
가. 주변지역과 조화로운 스카이라인을 형성하도록 권장한다.
나. 상업지역이나 준주거지역으로 변경 시 사업대상지 이면부에 제3종일반주거지 역 이하의 저층 주거지가 있는 경우에는 일조, 경관 등의 부영향 저감방안을 마련하여야 한다.","2-5-2. 경관계획 시 다음 사항을 검토하여야 한다. 가. 주변지역과 조화로운 스카이라인을 형성하도록 권장한다. 나. 상업지역이나 준주거지역으로 변경 시 사업대상지 이면부에 제3종일반주거지 역 이하의 저층 주거지가 있는 경우에는 일조, 경관 등의 부영향 저감방안을 마련하여야 한다.",,기준,"LAW1-E2058,LAW1-P021-LIST-0380",자동 추출,
LAW1-2_5_3,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-3,,21,23,"2-5-3. 건축물의 주거환경을 미래지향적으로 조성하기 위하여 지속가능형 공동주택, 친환경 건축물, 커뮤니티 지원시설 설치, 상생형 임차시설 설치, 공공시설물 (의무 공공기여 제외) 설치, ｢서울특별시 건축물 심의기준｣에 규정한 발코니 (개방형 발코니, 돌출개방형 발코니, 돌출형 발코니) 설치 중 2가지 사항 이 상을 의무적으로 이행하여야 한다.
가. “지속가능형 공동주택”은 건축물의 노후화 억제, 기능향상 등을 통해 건축물 의 내구연한을 증대시켜 자원의 절약 및 건설폐기물 최소화 등 친환경성을 지 속적으로 유지하기 위하여 「건축법」 제8조에 의한 “리모델링이 쉬운 구조” 인 공동주택 또는 「주택법」 제38조에 의한 “장수명 주택”으로 계획하여야
하며, 적합 여부는 「서울특별시 건축물 심의기준」을 참조하여 관련위원회에 서 결정한다.
나. “친환경 건축물”은 녹색건축물 활성화 도모를 위한 것으로 「서울특별시 녹색 건축물 설계기준(서울특별시 고시)」을 다음과 같이 적용한다.
1) 「서울특별시 녹색건축물 설계기준(서울특별시 고시)」에 의한 해당 적용대 상의 구분을 적용하여 ㉠ 환경성능부문 ㉡ 에너지성능부문 ㉢ 에너지관리부 문 ㉣ 신·재생에너지부문 중 2가지 이상을 적용대상의 구분에서 상향단계를 적용한다.
(예시 :  기준 →  기준으로 ㉠~㉣중 2가지 이상 적용)
※「서울특별시 녹색건축물 설계기준(서울특별시 고시)」: 적용대상의 구분
※ 단, 「서울특별시 녹색건축물 설계기준(서울특별시 고시)」 적용대상의 구분이 최상일 경우(  )는 해당 적용대상의 구분과 동일 고시의 녹색건축물 인센티브의 제로에너지 건축물 인증 등급 5등급을 추가 적용한다.
2) 친환경 건축물의 적용은 사업계획승인 또는 건축허가 시 계획내용을 제출·확 인하고 착공 전까지 예비인증을 받아야 하며, 사용승인 시 인증받아야 한다.
다. “커뮤니티 지원시설 설치”는 1-3-16에 따른 시설을 확보하기 위한 것으로, 다음의 기준을 적용하여 계획한다.
1) 규모 : 「주택건설기준 등에 관한 규정」 및 「서울특별시 주택 조례」에 따른 주민공동시설 및 2-5-14의 커뮤니티시설과 별도로 전체 건립호수에 따라 다음 기준 면적 이상으로 설치해야 한다.
2) 용도 : 주변 입지여건, 거주민 특성 등을 고려하여 입안권자와 서울시가 협 의 후 결정하여 사업자가 설치토록 하고, 추후 커뮤니티 지원시설 용도가 적 정하지 않다고 판단될 경우 주민 설문조사 등을 통해 수요에 맞춰 용도를
변경할 수 있으며, 용도변경 시 서울시와 사전 협의를 이행하여야 한다.(예 시: 공동육아 나눔터, 키즈카페, 공용식당, 어르신 관련 프로그램 지원시설, 데이케어센터 등)
3) 입지 : 생활공유가로변 등 접근이 편리한 위치에 설치하여야 한다.
4) 운영 및 관리 : 커뮤니티 지원시설은 지역주민에게 개방하고 비영리재단(사 회적 기업, 협동단체 등) 및 전문기업, 민간, 공공 등 입안권자 또는 서울시 가 인정하는 운영자와 사용대차 또는 임대차계약 등을 통해 운영 및 관리될
수 있도록 하여야 한다.
라. “상생형 임차시설 설치”는 1-3-17에 따른 시설의 설치를 말하며, 설치규모 는 2-5-14에 따른 건립호수별 커뮤니티시설 면적의 50% 이상이어야 한다.","2-5-3. 건축물의 주거환경을 미래지향적으로 조성하기 위하여 지속가능형 공동주택, 친환경 건축물, 커뮤니티 지원시설 설치, 상생형 임차시설 설치, 공공시설물 (의무 공공기여 제외) 설치, ｢서울특별시 건축물 심의기준｣에 규정한 발코니 (개방형 발코니, 돌출개방형 발코니, 돌출형 발코니) 설치 중 2가지 사항 이 상을 의무적으로 이행하여야 한다. 가. “지속가능형 공동주택”은 건축물의 노후화 억제, 기능향상 등을 통해 건축물 의 내구연한을 증대시켜 자원의 절약 및 건설폐기물 최소화 등 친환경성을 지 속적으로 유지하기 위하여 「건축법」 제8조에 의한 “리모델링이 쉬운 구조” 인 공동주택 또는 「주택법」 제38조에 의한 “장수명 주택”으로 계획하여야 하며, 적합 여부는 「서울특별시 건축물 심의기준」을 참조하여 관련위원회에 서 결정한다. 나. “친환경 건축물”은 녹색건축물 활성화 도모를 위한 것으로 「서울특별시 녹색 건축물 설계기준(서울특별시 고시)」을 다음과 같이 적용한다. 1) 「서울특별시 녹색건축물 설계기준(서울특별시 고시)」에 의한 해당 적용대 상의 구분을 적용하여 ㉠ 환경성능부문 ㉡ 에너지성능부문 ㉢ 에너지관리부 문 ㉣ 신·재생에너지부문 중 2가지 이상을 적용대상의 구분에서 상향단계를 적용한다. (예시 :  기준 →  기준으로 ㉠~㉣중 2가지 이상 적용) ※「서울특별시 녹색건축물 설계기준(서울특별시 고시)」: 적용대상의 구분 ※ 단, 「서울특별시 녹색건축물 설계기준(서울특별시 고시)」 적용대상의 구분이 최상일 경우(  )는 해당 적용대상의 구분과 동일 고시의 녹색건축물 인센티브의 제로에너지 건축물 인증 등급 5등급을 추가 적용한다. 2) 친환경 건축물의 적용은 사업계획승인 또는 건축허가 시 계획내용을 제출·확 인하고 착공 전까지 예비인증을 받아야 하며, 사용승인 시 인증받아야 한다. 다. “커뮤니티 지원시설 설치”는 1-3-16에 따른 시설을 확보하기 위한 것으로, 다음의 기준을 적용하여 계획한다. 1) 규모 : 「주택건설기준 등에 관한 규정」 및 「서울특별시 주택 조례」에 따른 주민공동시설 및 2-5-14의 커뮤니티시설과 별도로 전체 건립호수에 따라 다음 기준 면적 이상으로 설치해야 한다. 2) 용도 : 주변 입지여건, 거주민 특성 등을 고려하여 입안권자와 서울시가 협 의 후 결정하여 사업자가 설치토록 하고, 추후 커뮤니티 지원시설 용도가 적 정하지 않다고 판단될 경우 주민 설문조사 등을 통해 수요에 맞춰 용도를 변경할 수 있으며, 용도변경 시 서울시와 사전 협의를 이행하여야 한다.(예 시: 공동육아 나눔터, 키즈카페, 공용식당, 어르신 관련 프로그램 지원시설, 데이케어센터 등) 3) 입지 : 생활공유가로변 등 접근이 편리한 위치에 설치하여야 한다. 4) 운영 및 관리 : 커뮤니티 지원시설은 지역주민에게 개방하고 비영리재단(사 회적 기업, 협동단체 등) 및 전문기업, 민간, 공공 등 입안권자 또는 서울시 가 인정하는 운영자와 사용대차 또는 임대차계약 등을 통해 운영 및 관리될 수 있도록 하여야 한다. 라. “상생형 임차시설 설치”는 1-3-17에 따른 시설의 설치를 말하며, 설치규모 는 2-5-14에 따른 건립호수별 커뮤니티시설 면적의 50% 이상이어야 한다.",,기준,"LAW1-E2061,LAW1-E2062,LAW1-E2063,LAW1-E2064,LAW1-E2065,LAW1-E2066,LAW1-P022-LIST-0387,LAW1-E2070,LAW1-E2071,LAW1-P022-LIST-0390,LAW1-P023-LIST-0391,LAW1-E2078,LAW1-E2079",자동 추출,
LAW1-2_5_4,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-4,,23,23,"2-5-4. 사업시행자는 지역 환경과 조화되고 입주자에게 쾌적한 주거환경을 제공하 기 위해 건축디자인 및 품질향상에 노력하여야 한다.
가. 주변지역과 어울리고, 조형성이 반영된 입면특화 계획 수립
나. 건물 저층부는 개방감을 확보하고 도로변 보행의 연속성을 확보하여야 함
다. 쾌적한 주거환경을 위해 채광과 환기가 양호하도록 하며, 천장높이 2.4m 이 상 확보하여야 함
라. 단위세대는 가구유형에 대응한 특화공간 등 다양한 평면계획 수립
마. 공간분할, 수납형 벽체, 모듈시스템 가구 등 공간구조의 개방성·유연성 확보
권장","2-5-4. 사업시행자는 지역 환경과 조화되고 입주자에게 쾌적한 주거환경을 제공하 기 위해 건축디자인 및 품질향상에 노력하여야 한다. 가. 주변지역과 어울리고, 조형성이 반영된 입면특화 계획 수립 나. 건물 저층부는 개방감을 확보하고 도로변 보행의 연속성을 확보하여야 함 다. 쾌적한 주거환경을 위해 채광과 환기가 양호하도록 하며, 천장높이 2.4m 이 상 확보하여야 함 라. 단위세대는 가구유형에 대응한 특화공간 등 다양한 평면계획 수립 마. 공간분할, 수납형 벽체, 모듈시스템 가구 등 공간구조의 개방성·유연성 확보 권장",,기준,"LAW1-E2080,LAW1-P023-LIST-0395,LAW1-E2086",자동 추출,
LAW1-2_5_5,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-5,,23,24,"2-5-5. 사업시행자는 안심주택에 다음 각 목의 사항을 건축계획에 반영하여야 한다. 가. 신혼부부 주거공간
1) 신혼부부 특성과 세대원 구성 변화에 맞는 다양한 평면 제공(예시: 알파룸,
자녀방 등)하여야 한다.
2) 필요시설 설치(권장) : 150호 이상은 맞춤형 육아시설 (키즈카페 등)
나. 어르신 주거공간
1) 무장애 설계 : 어르신들의 신체적 특징을 고려하여 이동하기 편리하고 생활 하기에 안전한 설계를 하여야 하며, [붙임6]의 무장애 설계 가이드라인을
준수하여야 한다.
2) 첨단 특화설계 : 스마트기기와 연결한 IoT 서비스, 침실 및 화장실 등 비상 벨[응급구조 자동전송(병원 또는 소방서) 시스템 포함], 동작감지센서 설치
3) 필요시설 설치 : 대지면적 5,000㎡ 이상(어르신에게 임대주택 100%를 공급하는 경우) 보건지소 또는 복지시설(전용면적 300㎡ 이상) 등 우선 설 치 검토, 150호 이상은 어르신들의 식사지원을 위한 식당 설치
4) 어르신주택 계획 시 기본적으로 건축법 및 주택법 등의 관련 법규를 적용하 여 계획하여야 한다.","2-5-5. 사업시행자는 안심주택에 다음 각 목의 사항을 건축계획에 반영하여야 한다. 가. 신혼부부 주거공간 1) 신혼부부 특성과 세대원 구성 변화에 맞는 다양한 평면 제공(예시: 알파룸, 자녀방 등)하여야 한다. 2) 필요시설 설치(권장) : 150호 이상은 맞춤형 육아시설 (키즈카페 등) 나. 어르신 주거공간 1) 무장애 설계 : 어르신들의 신체적 특징을 고려하여 이동하기 편리하고 생활 하기에 안전한 설계를 하여야 하며, [붙임6]의 무장애 설계 가이드라인을 준수하여야 한다. 2) 첨단 특화설계 : 스마트기기와 연결한 IoT 서비스, 침실 및 화장실 등 비상 벨[응급구조 자동전송(병원 또는 소방서) 시스템 포함], 동작감지센서 설치 3) 필요시설 설치 : 대지면적 5,000㎡ 이상(어르신에게 임대주택 100%를 공급하는 경우) 보건지소 또는 복지시설(전용면적 300㎡ 이상) 등 우선 설 치 검토, 150호 이상은 어르신들의 식사지원을 위한 식당 설치 4) 어르신주택 계획 시 기본적으로 건축법 및 주택법 등의 관련 법규를 적용하 여 계획하여야 한다.",,기준,"LAW1-E2087,LAW1-E2088,LAW1-E2089,LAW1-E2090,LAW1-E2091,LAW1-E2092,LAW1-E2093,LAW1-P024-LIST-0404",자동 추출,
LAW1-2_5_6,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-6,,24,24,2-5-6. 공공임대주택과 공공지원민간임대주택 또는 분양주택 상호간에 차별화된 구 조와 동선체계로 하거나 주민공동시설 사용상의 불리 등 차별 및 불편 문제 가 발생하지 않도록 사회혼합(social mixing)을 고려한 건축계획을 수립하 여야 한다.,2-5-6. 공공임대주택과 공공지원민간임대주택 또는 분양주택 상호간에 차별화된 구 조와 동선체계로 하거나 주민공동시설 사용상의 불리 등 차별 및 불편 문제 가 발생하지 않도록 사회혼합(social mixing)을 고려한 건축계획을 수립하 여야 한다.,,본문,LAW1-P024-LIST-0405,자동 추출,
LAW1-2_5_7,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-7,,24,24,"2-5-7. 공공임대주택만을 별동으로 건립하는 것을 지양한다. 다만, 관련위원회에서 합리적 주동 배치, 경관 등 단지계획상 필요하다고 인정하는 경우에는 별동 으로 건립할 수 있다.","2-5-7. 공공임대주택만을 별동으로 건립하는 것을 지양한다. 다만, 관련위원회에서 합리적 주동 배치, 경관 등 단지계획상 필요하다고 인정하는 경우에는 별동 으로 건립할 수 있다.",,본문,LAW1-P024-LIST-0405,자동 추출,
LAW1-2_5_8,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-8,,24,25,"2-5-8. 단위세대 계획 시 민간임대주택, 공공임대주택 구분 없이 다음 항목을 의무 적으로 설치하여야 하며, 공공임대주택에 설치하는 냉장고, 세탁기, 에어컨의 설치비용을 공공임대주택 매입 계약금액에 실비로 반영하여 정산할 수 있다.
구 분 현관 | 가 구 | 가 전 - | 비
현관 | 수납장(신발장) | - | 
침실·거실·주방 | 붙박이장 (옷장 ), 싱크대 | 냉장고 : (1인) 150리터 이상 (2인) 400리터 이상 세탁기 : (1인) 9kg 이상 (2인) 12kg 이상 에어컨 : (1인) 1대 이상 (각 6평형 이상) (2인) 2대 이상 전자레인지 인덕션(쿡탑) : (1인) 2구 이상 (2인) 3구 이상 | 
욕실·화장실 | 수납장(욕실장) | - | 
가. 가전제품은 가능한 에너지효율 1등급을 적용한다.
나. 어르신 사용 가구는 어르신 신체특성을 고려하여 높이를 계획한다.
다. 인덕션은 다이얼식 또는 조작시 화재 위험이 적은 장치를 권장한다.
라. 에어컨은 천장 매립형으로 설치를 권장한다.
마. 에어컨 실외기는 개별제어 및 개별 요금 부과 등 요건을 만족하는 경우 통합 실외기 설치 허용
※ 통합실외기실 설치기준을 준수하고 관련위원회 심의 시 [붙임4] 체크리스트 제출","2-5-8. 단위세대 계획 시 민간임대주택, 공공임대주택 구분 없이 다음 항목을 의무 적으로 설치하여야 하며, 공공임대주택에 설치하는 냉장고, 세탁기, 에어컨의 설치비용을 공공임대주택 매입 계약금액에 실비로 반영하여 정산할 수 있다. 구 분 현관 | 가 구 | 가 전 - | 비 현관 | 수납장(신발장) | - | 침실·거실·주방 | 붙박이장 (옷장 ), 싱크대 | 냉장고 : (1인) 150리터 이상 (2인) 400리터 이상 세탁기 : (1인) 9kg 이상 (2인) 12kg 이상 에어컨 : (1인) 1대 이상 (각 6평형 이상) (2인) 2대 이상 전자레인지 인덕션(쿡탑) : (1인) 2구 이상 (2인) 3구 이상 | 욕실·화장실 | 수납장(욕실장) | - | 가. 가전제품은 가능한 에너지효율 1등급을 적용한다. 나. 어르신 사용 가구는 어르신 신체특성을 고려하여 높이를 계획한다. 다. 인덕션은 다이얼식 또는 조작시 화재 위험이 적은 장치를 권장한다. 라. 에어컨은 천장 매립형으로 설치를 권장한다. 마. 에어컨 실외기는 개별제어 및 개별 요금 부과 등 요건을 만족하는 경우 통합 실외기 설치 허용 ※ 통합실외기실 설치기준을 준수하고 관련위원회 심의 시 [붙임4] 체크리스트 제출",,표/도식 포함,"LAW1-P024-LIST-0405,LAW1-E2100,LAW1-P024-LIST-0407,LAW1-P025-LIST-0408,LAW1-E2106",자동 추출,
LAW1-2_5_9,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-9,,25,25,"2-5-9. 발코니를 설치하는 경우 다음의 용도 및 규모 기준을 준수한다.
가. 발코니의 용도 : 발코니 확장시 「건축법 시행령」 제2조 제14호에 따른 용 도(거실 ・ 침실 ・ 창고 등) 기준을 준용하여 계획하며, 설비 ・ 배관 등이 들어가 는 유사 용도의 평면계획을 지양한다.
나. 발코니 확장 이전의 거실 폭원 : 발코니 확장 전 거실의 유효폭(안목)은 2.1m 이상으로 계획한다.
다. 2-5-3에서 규정하는 발코니의 설치기준은 다음과 같다.
주거전용면적 | 발코니면적 | 비고
44㎡이상 60㎡미만 | 발코니 1개소 면적 7㎡이상 | -","2-5-9. 발코니를 설치하는 경우 다음의 용도 및 규모 기준을 준수한다. 가. 발코니의 용도 : 발코니 확장시 「건축법 시행령」 제2조 제14호에 따른 용 도(거실 ・ 침실 ・ 창고 등) 기준을 준용하여 계획하며, 설비 ・ 배관 등이 들어가 는 유사 용도의 평면계획을 지양한다. 나. 발코니 확장 이전의 거실 폭원 : 발코니 확장 전 거실의 유효폭(안목)은 2.1m 이상으로 계획한다. 다. 2-5-3에서 규정하는 발코니의 설치기준은 다음과 같다. 주거전용면적 | 발코니면적 | 비고 44㎡이상 60㎡미만 | 발코니 1개소 면적 7㎡이상 | -",,표/도식 포함,"LAW1-E2106,LAW1-P025-LIST-0410,LAW1-E2110",자동 추출,
LAW1-2_5_10,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-10,,25,26,"2-5-10. 안심주택의 “다락” 설치 기준
「건축법 시행령」 제119조 제1항 제3호 라목에 따라 바닥면적에서 제외 할 수 있는 다락은 층고가 1.5미터(경사진 형태의 지붕인 경우에는 각 부분 높이에 따른 면적에 따라 가중평균한 높이1.8미터)이하이고, 거실의 목적으 로 사용하지 않는 경우로서 다음 각 호의 기준에 적합한 경우로 한정한다.
가. 구조 및 형태기준
1) 주변 경관과의 조화를 위해 원칙적으로 최상층에만 허용 다만, 통합심의위원회 등 관련 위원회 심의를 거쳐 조화롭고 창의적인 건축 디자인을 계획하여 미관·구조·방화 등에 지장이 없다고 인정하는 경우에는
그러하지 아니한다.
2) 지붕구조물 내부에 설치되는 것으로 한정하고, 다락 설치 목적의 별도 구조 물(외벽 및 일부 경사지붕 등) 설치 불가
3) 다락층까지 연속된 주계단은 설치불가
4) 다락에서 외부로 나가는 문 설치 불가(다락 창호는 바닥에서 60cm 이상 위에 설치)
난방, 급수시설, 위생설비 등 설치를 금지하며 건축허가 조건 및 입주자모집공고 시 다락을 거실로 사용할 수 없음과 바닥면적에서 제외되는 면적임을 명기한다.","2-5-10. 안심주택의 “다락” 설치 기준 「건축법 시행령」 제119조 제1항 제3호 라목에 따라 바닥면적에서 제외 할 수 있는 다락은 층고가 1.5미터(경사진 형태의 지붕인 경우에는 각 부분 높이에 따른 면적에 따라 가중평균한 높이1.8미터)이하이고, 거실의 목적으 로 사용하지 않는 경우로서 다음 각 호의 기준에 적합한 경우로 한정한다. 가. 구조 및 형태기준 1) 주변 경관과의 조화를 위해 원칙적으로 최상층에만 허용 다만, 통합심의위원회 등 관련 위원회 심의를 거쳐 조화롭고 창의적인 건축 디자인을 계획하여 미관·구조·방화 등에 지장이 없다고 인정하는 경우에는 그러하지 아니한다. 2) 지붕구조물 내부에 설치되는 것으로 한정하고, 다락 설치 목적의 별도 구조 물(외벽 및 일부 경사지붕 등) 설치 불가 3) 다락층까지 연속된 주계단은 설치불가 4) 다락에서 외부로 나가는 문 설치 불가(다락 창호는 바닥에서 60cm 이상 위에 설치) 난방, 급수시설, 위생설비 등 설치를 금지하며 건축허가 조건 및 입주자모집공고 시 다락을 거실로 사용할 수 없음과 바닥면적에서 제외되는 면적임을 명기한다.",,기준,"LAW1-E2111,LAW1-E2112,LAW1-E2113,LAW1-E2114,LAW1-E2115,LAW1-P025-LIST-0417,LAW1-E2120",자동 추출,
LAW1-2_5_11,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-11,,26,26,"2-5-11. 진·출입도로 최소폭원 관련사항은 이 기준에서 정하지 않은 사항은 「주택 법」 대상사업의 경우 「주택건설기준 등에 관한 규정」 제25조, 「건축법」 대상사업의 경우 「건축법」 제44조 규정에 따른다.","2-5-11. 진·출입도로 최소폭원 관련사항은 이 기준에서 정하지 않은 사항은 「주택 법」 대상사업의 경우 「주택건설기준 등에 관한 규정」 제25조, 「건축법」 대상사업의 경우 「건축법」 제44조 규정에 따른다.",,기준,LAW1-P026-LIST-0419,자동 추출,
LAW1-2_5_12,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-12,,26,26,"2-5-12. 안심주택 건립 시 다음 각 목의 기준에 따라 자주식 주차장으로 설치하여 야 한다. 다만, 사업대상지 면적, 사업여건 등을 감안하여 위원회가 특별히 인정하는 경우 자주식 주차장 비율과 진출입 방법에 대해 조정할 수 있다.
가. 자주식 주차장 비율
1) 대상지 면적 2,000㎡
미만 : 계획 주차대수의 10분의 3 이상 설치
2) 대상지 면적 2,000㎡
이상 : 계획 주차대수의 10분의 5 이상 설치
나. 주차장 진출입 방법
1) 대상지 면적 2,000㎡
미만 : 승강시설(카리프트)
트 ) 허 용
2) 대상지 면적 2,000㎡ 이상~3,000㎡ 미만 : 경사로 설치 또는 위원회 인 정시 승강시설(카리프트) 허용
3) 대상지 면적 3,000㎡ 이상 : 경사로 설치
사업면적(A,㎡) 의무 면적에 | 의무 자주식 주차비율(R,%) | 비 고
1,000㎡~2,000㎡  | 면적에 따라 30%~50% 의무 비율 비례        | 승강시설(카리프트) 허용
2,000㎡~3,000㎡ | 50% | 경사로 또는 위원회 인정시 승강시설(카리프트) 허용
3,000㎡ 이상 | 50% | 경사로","2-5-12. 안심주택 건립 시 다음 각 목의 기준에 따라 자주식 주차장으로 설치하여 야 한다. 다만, 사업대상지 면적, 사업여건 등을 감안하여 위원회가 특별히 인정하는 경우 자주식 주차장 비율과 진출입 방법에 대해 조정할 수 있다. 가. 자주식 주차장 비율 1) 대상지 면적 2,000㎡ 미만 : 계획 주차대수의 10분의 3 이상 설치 2) 대상지 면적 2,000㎡ 이상 : 계획 주차대수의 10분의 5 이상 설치 나. 주차장 진출입 방법 1) 대상지 면적 2,000㎡ 미만 : 승강시설(카리프트) 트 ) 허 용 2) 대상지 면적 2,000㎡ 이상~3,000㎡ 미만 : 경사로 설치 또는 위원회 인 정시 승강시설(카리프트) 허용 3) 대상지 면적 3,000㎡ 이상 : 경사로 설치 사업면적(A,㎡) 의무 면적에 | 의무 자주식 주차비율(R,%) | 비 고 1,000㎡~2,000㎡  | 면적에 따라 30%~50% 의무 비율 비례        | 승강시설(카리프트) 허용 2,000㎡~3,000㎡ | 50% | 경사로 또는 위원회 인정시 승강시설(카리프트) 허용 3,000㎡ 이상 | 50% | 경사로",,표/도식 포함,"LAW1-P026-LIST-0419,LAW1-E2123,LAW1-E2124,LAW1-E2125,LAW1-E2126,LAW1-E2127,LAW1-E2128,LAW1-E2129,LAW1-E2130,LAW1-E2131,LAW1-P026-LIST-0429,LAW1-E2134",자동 추출,
LAW1-2_5_13,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제5절 건축 및 주차계획 등,2-5-13,,26,26,"2-5-13. 제2종일반주거지역, 준공업지역에서는 「주택법 시행령」 제10조 제2항 에 따라 도시형생활주택과 그 밖의 주택을 함께 건축할 수 없고, 「주택건설 기준 등에 관한 규칙」 제6조의2 제1항 제3호에 따라 기계식 주차장치를 설 치할 수 없다.","2-5-13. 제2종일반주거지역, 준공업지역에서는 「주택법 시행령」 제10조 제2항 에 따라 도시형생활주택과 그 밖의 주택을 함께 건축할 수 없고, 「주택건설 기준 등에 관한 규칙」 제6조의2 제1항 제3호에 따라 기계식 주차장치를 설 치할 수 없다.",,기준,LAW1-E2135,자동 추출,
